HITId,prompt_1_jaccard,prompt_2_jaccard,prompt_3_jaccard,prompt_4_jaccard,prompt_5_jaccard,prompt_6_jaccard,prompt_7_jaccard,prompt_8_jaccard,prompt_9_jaccard,prompt_10_jaccard,HITJaccard
35NNO802AVUSOFEIXC32EUQ8LQ0NII,0.13664596273291924,0.09166666666666667,0.0,0.0,0.0,0.12758346581875996,0.06130952380952381,0.047619047619047616,0.09663865546218486,0.0,0.054464285714285715
3LCXHSGDLT4DON419PUXS92MGW1SEQ,0.05163398692810457,0.04793028322440087,0.08782742681047766,0.13095238095238093,0.09434782608695652,0.04700854700854701,0.08712121212121213,0.12347560975609756,0.1654265873015873,0.013513513513513514,0.08747431946584489
3Y7LTZE0YTKREVN1UH3ASKLSPZVUZE,0.04772727272727273,0.23333333333333334,0.05808080808080808,0.16621863799283154,0.054887218045112776,0.11090686274509803,0.04006410256410256,0.10545454545454545,0.1105476673427992,0.04895833333333333,0.08176767676767677
3OYHVNTV5TW1CV4IYUOR6Z5Q34UKO5,0.08431085043988269,0.054642166344294,0.0757142857142857,0.13574938574938575,0.0757142857142857,0.07860040567951318,0.06666666666666667,0.04503676470588235,0.14025755879059348,0.06066176470588235,0.0757142857142857
3SBX2M1TKDLJJ5SVSFTFONBULJN4Q8,0.0,0.08114035087719298,0.039596273291925464,0.03167641325536062,0.03970125786163522,0.0,0.0,0.039596273291925464,0.017857142857142856,0.07804743519029234,0.03563634327364304
356ZPKYPUHFEH050H92X47PRBOZPYM,0.044444444444444446,0.0,0.1111111111111111,0.07407407407407407,0.05263157894736842,0.09523809523809523,0.04,0.05,0.03225806451612903,0.043478260869565216,0.04722222222222222
371Q3BEXDH7BZIVX5C8ADJ3442AZS3,0.06203007518796992,0.046536796536796536,0.0625,0.10952380952380952,0.058823529411764705,0.038461538461538464,0.07142857142857142,0.046536796536796536,0.03125,0.043255813953488376,0.05268016297428062
3NRZ1LDP7W4EMQF5DV4GIEYTHI3PZD,0.04711751662971175,0.07692307692307693,0.055303030303030305,0.07407407407407407,0.035098522167487683,0.05,0.0,0.05202702702702703,0.0,0.041666666666666664,0.04855875831485588
3YO4AH2FPDI2KHAU9E6DCKLH476Q0D,0.07037037037037036,0.0757142857142857,0.03414351851851852,0.0,0.08203991130820398,0.05718954248366013,0.06666666666666667,0.04819976771196283,0.11239495798319327,0.07402597402597402,0.0685185185185185
3EAWOID6MTVUPP6BVD0NI7KPLZLV0C,0.11088709677419355,0.0,0.07107843137254902,0.022727272727272728,0.0,0.04494949494949495,0.010869565217391304,0.11616161616161616,0.13225806451612904,0.0,0.033838383838383834
36BTXXLZ2V6JV67V5UIFTDLZH5P4R9,0.0,0.08,0.037037037037037035,0.04330065359477124,0.06674082313681869,0.0125,0.042147293700088725,0.0521680216802168,0.05555555555555555,0.041245791245791245,0.04272397364742998
34YWR3PJ288MTEB6VS156SHA1ATX0H,0.045454545454545456,0.0,0.04777777777777778,0.05411255411255411,0.04096989966555184,0.08333333333333333,0.07681159420289854,0.02857142857142857,0.0,0.0,0.04321222256004865
3DWGDA5POF2UWERTRW4NWC3ZQRRV1F,0.051587301587301584,0.04880952380952381,0.08563134978229318,0.09953703703703703,0.05887445887445887,0.027777777777777776,0.11010558069381599,0.08452380952380953,0.0988095238095238,0.05756578947368421,0.0716991341991342
3XAOZ9UYRZP2R6VC5XADQP4R9ZCQ1G,0.0,0.05714285714285714,0.0833976833976834,0.0,0.03229166666666666,0.034523809523809526,0.013888888888888888,0.0,0.0,0.11815661815661815,0.023090277777777776
338GLSUI4395U14X40E3ARNMSXGSF8,0.08511904761904762,0.07827638959714431,0.0,0.2620137299771167,0.06975806451612904,0.08131868131868132,0.0822072072072072,0.03851540616246499,0.11904761904761904,0.054411764705882354,0.07979753545791282
3ZG552ORAM21LZ9PA0411VD4IX5V2W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3G4VVJO6PZEJXVGJDU16VZAGD9QKPM,0.055944055944055944,0.06696428571428571,0.0,0.043498168498168496,0.1213235294117647,0.05266805266805267,0.07380319148936171,0.09827044025157233,0.05131578947368421,0.0691786283891547,0.06145417082917083
3JUDR1D0D6P9GRD8O1ARV8EW15QQ2X,0.11805555555555555,0.045454545454545456,0.04513888888888889,0.04772727272727273,0.059027777777777776,0.011111111111111112,0.02988215488215488,0.07037037037037036,0.06666666666666667,0.05918367346938776,0.05337752525252525
351S7I5UG9UOJQYOFUO2QV58Y5PNJU,0.04083333333333333,0.013157894736842105,0.07107843137254902,0.028991596638655463,0.04083333333333333,0.0,0.017105263157894735,0.05756578947368421,0.05397727272727273,0.014705882352941176,0.0349124649859944
3J5XXLQDHM9Q6H58E0I6K5IWOB5V37,0.08227611940298507,0.1702127659574468,0.014285714285714285,0.05555555555555555,0.06274509803921569,0.06818181818181818,0.08108108108108109,0.27306616961789376,0.04941176470588235,0.11357142857142857,0.07463144963144963
all_HITs,,,,,,,,,,,0.05302884411340293
