HITId,prompt_1_jaccard,prompt_2_jaccard,prompt_3_jaccard,prompt_4_jaccard,prompt_5_jaccard,prompt_6_jaccard,prompt_7_jaccard,prompt_8_jaccard,prompt_9_jaccard,prompt_10_jaccard,HITJaccard
39N6W9XWRDN3WEKVDA9F3FBQIIDYGN,0.11538461538461539,0.07142857142857142,0.06897463002114165,0.058823529411764705,0.1,0.093841642228739,0.06,0.06666666666666667,0.1,0.07692307692307693,0.07417582417582418
3YCT0L9OMM9CAKP818ULBDWM293SNB,0.09090909090909091,0.07019704433497537,0.037037037037037035,0.08163265306122448,0.1,0.046511627906976744,0.10257159555815312,0.09918032786885246,0.08888888888888889,0.10714285714285714,0.0898989898989899
3HXK2V1N4KFDVTROKP2KUBAL33J2GB,0.07814407814407814,0.06897463002114165,0.1111111111111111,0.043478260869565216,0.07362240289069558,0.1,0.04351851851851852,0.05405405405405406,0.041666666666666664,0.0339080459770115,0.061514342037597855
3AA88CN98P38Y0GE31UU173JPZUKYC,0.0693664795509222,0.08888888888888889,0.07692307692307693,0.07407407407407407,0.045454545454545456,0.03125,0.0784313725490196,0.08823529411764706,0.03333333333333333,0.067816091954023,0.07172027681249814
3SR6AEG6W5THWAF6XGRXOFNRXIQYHM,0.07692307692307693,0.05,0.039607843137254906,0.06458333333333333,0.05634920634920634,0.05263157894736842,0.046153846153846156,0.06896551724137931,0.09375,0.07936507936507936,0.060466269841269835
3KVQ0UJWPXL1RC0BHD80ELZLH1ZW54,0.06818181818181818,0.11237373737373738,0.07596153846153847,0.061669829222011384,0.08888888888888889,0.08421985815602837,0.08695652173913043,0.06826654240447344,0.11764705882352941,0.09404481132075472,0.0855881899475794
3YCT0L9OMM9CAKP818ULBDWM293NS6,0.0754985754985755,0.0857843137254902,0.08733790999237223,0.10668563300142248,0.043478260869565216,0.08514492753623187,0.07767722473604827,0.05131578947368421,0.0641729581331503,0.0851063829787234,0.08139180385738584
3YLPJ8OXX8DYKT11DDLCBC7EQ7B4X1,0.05572755417956656,0.08452380952380953,0.04464285714285714,0.03225806451612903,0.054887218045112776,0.054093567251461985,0.07142857142857142,0.10960960960960961,0.079002079002079,0.07894736842105263,0.063578062804069
334ZEL5JX6FUS5PK2NUYQ2WRSJ8SOQ,0.08823529411764706,0.11215932914046121,0.13513513513513514,0.07059800664451826,0.10810810810810811,0.09259259259259259,0.08695652173913043,0.09449404761904762,0.11940298507462686,0.05172413793103448,0.0935433201058201
3U74KRR67MLDPK2NQ8ZBLIS84SHNTV,0.07151979565772669,0.07059800664451826,0.06896551724137931,0.05064102564102564,0.03612903225806452,0.0989010989010989,0.04880952380952381,0.06274509803921569,0.04464285714285714,0.053418803418803416,0.058081950729009554
3VADEH0UHCXCD51LHN7DF21H2O4SP7,0.08823529411764706,0.12195121951219512,0.04,0.16666666666666666,0.07692307692307693,0.09523809523809523,0.06896551724137931,0.11428571428571428,0.04,0.06896551724137931,0.082579185520362
3WRKFXQBOB7HS5QQ3Y9IORO6XV5YIF,0.05405405405405406,0.09302325581395349,0.06666666666666667,0.09259259259259259,0.07142857142857142,0.07407407407407407,0.05555555555555555,0.030303030303030304,0.07692307692307693,0.06818181818181818,0.0698051948051948
3G3AJKPCXLSNKYRBI97EUQENSD54Y7,0.15151515151515152,0.06896551724137931,0.05555555555555555,0.1,0.08,0.08333333333333333,0.0,0.09302325581395349,0.07921568627450981,0.09685741088180114,0.08166666666666667
3QHITW7OYO9TDLG6000BU7XLLEJQA0,0.08571428571428572,0.06666666666666667,0.07142857142857142,0.07142857142857142,0.1039136302294197,0.058823529411764705,0.1,0.0625,0.09090909090909091,0.07142857142857142,0.07142857142857142
3CESM1J3EI3XAG0PMWI56RDLDWAW6K,0.05263157894736842,0.07596153846153847,0.06896551724137931,0.06896551724137931,0.06060606060606061,0.0625,0.07804054054054055,0.07407407407407407,0.0851063829787234,0.0625,0.06896551724137931
31ODACBENUFXDH20H0M2F7RR7KQSQY,0.06559139784946236,0.15384615384615385,0.11342195540308747,0.14285714285714285,0.08333333333333333,0.10004001600640255,0.10102040816326531,0.07059800664451826,0.07767722473604827,0.1165158371040724,0.10053021208483393
3PIOQ99R7YMSPXHCQDPLQEEAN6ONUM,0.09901960784313726,0.05263157894736842,0.07142857142857142,0.039230769230769236,0.037037037037037035,0.038461538461538464,0.08291342189647274,0.043560606060606064,0.04006410256410256,0.041666666666666664,0.04261363636363637
3VGET1QSZ0ZGEGEU56NXC5DH87UW7J,0.07605905006418484,0.03279569892473118,0.07294429708222812,0.06742424242424241,0.08309373202990225,0.0,0.08928571428571427,0.0822072072072072,0.1,0.04880952380952381,0.07450167357320647
301KG0KX9CLRVPMZ4VK2FBMMI3W2HA,0.09433962264150944,0.047619047619047616,0.058823529411764705,0.045454545454545456,0.037037037037037035,0.06451612903225806,0.10526315789473684,0.08,0.06896551724137931,0.05,0.061669829222011384
3WRBLBQ2GR86ZJOA52Y6BNH665Z0GP,0.09173669467787116,0.09413067552602436,0.07407407407407407,0.08831168831168831,0.07275132275132275,0.035098522167487683,0.11555555555555555,0.09259259259259259,0.06060606060606061,0.09090909090909091,0.08961038961038961
3YOAVL4CA0HNPO1GEV9X8XNPY794ZY,0.06350806451612903,0.08523002421307506,0.06666666666666667,0.08792270531400967,0.09338662790697674,0.1,0.08695652173913043,0.08108108108108109,0.10526315789473684,0.0967741935483871,0.08743961352657005
3W5PY7V3UP7DNGAWLGUI0S36AAUYJR,0.0942350332594235,0.0582579185520362,0.0851063829787234,0.05,0.04499494438827098,0.07936507936507936,0.04,0.08695652173913043,0.08603145235892692,0.05941176470588235,0.06938842203548086
3QO7EE372ONYWVLY6E07PIHR3W4QBV,0.06666666666666667,0.08823529411764706,0.05263157894736842,0.07317073170731707,0.08265027322404371,0.08957219251336898,0.07916666666666666,0.09449404761904762,0.05103359173126615,0.0898989898989899,0.0809084699453552
3VZYA8PITOY8JMZQO6FF7QQHGWL50C,0.05964912280701754,0.1076923076923077,0.045,0.05131578947368421,0.07596153846153847,0.058823529411764705,0.04714912280701754,0.059714795008912656,0.05,0.05405405405405406,0.05643879173290938
3FVBZG9CLJEKZFJLP8GOWNT7L5C0HO,0.10714285714285714,0.06060606060606061,0.0975609756097561,0.09375,0.058823529411764705,0.06451612903225806,0.11627906976744186,0.07142857142857142,0.06666666666666667,0.08695652173913043,0.07919254658385093
3FO95NVK5C0XPIH0UFB2KX1W36SSRZ,0.031818181818181815,0.041666666666666664,0.0339080459770115,0.047619047619047616,0.05555555555555555,0.0625,0.05263157894736842,0.0,0.09009740259740259,0.07947368421052631,0.05012531328320802
3SV8KD29L4S83QQJZNWDFECLVTYKZ3,0.037037037037037035,0.0,0.0,0.0339080459770115,0.039230769230769236,0.020416666666666666,0.05798319327731093,0.07142857142857142,0.07362240289069558,0.04351851851851852,0.038133903133903135
3ULIZ0H1VA58QBK8KPJFLV9RLOR51F,0.05128205128205128,0.0,0.06896551724137931,0.047619047619047616,0.03125,0.05263157894736842,0.047619047619047616,0.05,0.0,0.0,0.047619047619047616
3XDSWAMB22SH60D4KEW202N9LH4QC2,0.1176923076923077,0.08888888888888889,0.07317073170731707,0.037037037037037035,0.05555555555555555,0.1,0.10344827586206896,0.08998988877654196,0.09090909090909091,0.045454545454545456,0.08943938883271543
3X2LT8FDHWIKEUJDFBF3Q59CJR0W86,0.043478260869565216,0.05128205128205128,0.09523809523809523,0.08333333333333333,0.07059800664451826,0.07142857142857142,0.09338662790697674,0.07692307692307693,0.05131578947368421,0.0625,0.07101328903654484
