WorkerID,AssignmentID,Prompt1.0,Prompt2.0,Prompt3.0,Prompt4.0,Prompt5.0,Prompt6.0,Prompt7.0,Prompt8.0,Prompt9.0,Prompt10.0,Median,Size
A524WZ3LA2L2K,"['3ZPBJO59KP1GKJH8RM9KZE9F2CKDHS', '3U5JL4WY5K906DYU3FQDZW33DPN4XC', '3W2LOLRXLBF1NJ1LF871HV6B9T9KR1', '3FDJT1UU748CIW3NI1UYEU1FHC1K56', '3IO1LGZLK9XO6Z10EV70GV6OI63688', '3MD9PLUKKIEBXG8FM2TUVQPEC6LZN4', '3KKG4CDWKIYA5HGW0ZKZJTHL6MK94M', '3AAPLD8UCCHN18D5DC9Z4IR15YBHTI']",2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,8
A1EL3FI6DJV5WR,['3A7Y0R2P2OOQ9VHF6MDH5YSMVMTJXY'],3,3,3,4,3,3,2,3,3,3,3.0,1
AO6B0VEVBGGAP,"['3IRIK4HM3AKQI2RDV7N5IH278Z06CU', '3K5TEWLKGVB2AVSEOPRZ5CG12Z6IVY', '3MH9DQ757WCO1PXJTBHROE129EIGUQ', '3IUZPWIU1O76VFI7E2H74UES1C8WK8', '3P4RDNWND56TJ0SK70DG2O577BHIJT', '304SM51WA34CVVX4OKUD82SH83VSBT', '3FK0YFF9PZG7W1CENWQIK16VAYAVVA', '3VNXK88KKCI9ZUZBKVLMSJHYJ72V97', '3PJ71Z61R42TDIJDDH1XLVAIU3K91L', '3R9WASFE2ZGZ9OVYOEAHNLG5AF5FZJ', '3634BBTX0OUDEY6OOAMVNQDFE35FIQ', '33FOTY3KEMLVBGQGP1BONLBQ0N71CC', '33F859I566DN5MJODQIE4OLFZSHHB0', '3S4AW7T80BI56JH5PWNPO28G6H3L4Z', '3WYP994K17R3L5SIRZ5UF8UQBMZ6YH', '34FNN24DCM9721S4MGVPN2GQFT3Y5C', '3WYGZ5XF3WFDOY1YUX7675B7VYRSK2', '3PQ8K71NHXK3CP6I168QSRE54FLAA2', '3CN4LGXD5XOP6IO48BCFIAACFVV4YW', '34BBWHLWHABFPKSJEZWVREZF97WWI8', '3T111IHZ5EQH6NIUBBGCRMSVY049R5', '3KKG4CDWKIYA5HGW0ZKZJTHL6PG49J', '3EJJQNKU9R5ALT0D9N4443QJHE0HRT', '3B4YI393V9WBCHE6Z6G8YR2HCRISSV', '3TVRFO09GKFW4L5F97PULD5EZDRLXZ', '3CPLWGV3MOZWRPQ2I4ZVI2NLX469NA', '3QFUFYSY9YFJ6R793LKRTP3W9LHF4O', '3QY7M81QH7MR50H66U9VCEFB8I57KH', '3I02618YA06UE2QIWU7EINFUA6UUPZ', '3JRJSWSMQHL6IHO98WV212QQJK93EC', '31LVTDXBL7AC7PJ308J2WVJQYX6LR5', '35BLDD71I6XO5LHOOTFL57JRYATZVT', '3VBEN272MKZ8MC5F46MR9DJEOGPSGC', '3SB4CE2TJVVF82EBCG04CZP35ZVAX5', '3R08VXYT7CVI00BNV8SY0P96VQE7WF']",2.1714285714285717,2.1714285714285717,2.1714285714285717,2.1714285714285717,2.1714285714285717,2.1714285714285717,2.1714285714285717,2.1714285714285717,2.1714285714285717,2.1714285714285717,2.1714285714285717,35
A25R5WRYFUXMKK,"['30ZX6P7VF8VP8FEIIXSOF8YQIG0J21', '3QECW5O0KH1BLFTACA8QFLOB0SM5TX']",2.0,2.0,2.0,2.5,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2
A2C84QVRK3KG57,['3C5W7UE9CFQGA3N09JQ9LQK3ZKUXMU'],5,5,5,5,5,5,5,5,5,5,5.0,1
A394JO4NEPCY3M,"['32AT8R96GL9RRU6AOBB8DSK5XOBSUJ', '3RU7GD8VPOTEZPYE7PCE3MX6P7MSPQ', '36AHBNMV1RC26E7X1MD8LE4ISAVDYT', '37TD41K0AH9V50PA2KQ8JMYZQOQSCV', '3FQ5JJ512LOG8L9TM1QK8B118YDNKD', '3TEM0PF1Q5X59JBCTE2ZTMAYGWV0DS', '3COPXFW7XBCGB6L62G3CC06W8DKKPC', '3VZLGYJEYLAG9AMJO8G3TSGCEL8ZX3', '39LOEL67OS5P9GEIVT929SU48HW38Y']",2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,9
AJ7MWBQFNH3E4,"['3BWI6RSP7G9OJ0PWA8YSEJ26ON6E75', '3ZDAD0O1T1DKNYDKIGRL74FVTTKTXN', '3NKQQ8O39Y5LP5NSRLGJITY5WLFDUO', '3L4D84MILZSTN5H01IVV2C4S7Y7HJ4', '3KXIR214I4GZ5XVXFQ5K96970H024F', '3G5W44VEU7IAYTS7ZXDPIRS47O1KGG', '33F859I566DN5MJODQIE4OLFZT4BHJ', '35USIKEBNRG996O4KXWJYSWJ74S6NS', '3SNVL38CI4SXHHC2XBH6S07P9U3KCW']",2.0,2.111111111111111,2.0,2.0,2.0,2.0,2.0,2.2222222222222223,2.111111111111111,2.0,2.0,9
A3SUVV47J8412W,"['3TEM0PF1Q5X59JBCTE2ZTMAYGY20D3', '3K9FOBBF2HJRSRRB712LNBEGX06LN6']",5.0,4.0,5.0,4.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2
A2ZMFEMAI9NIA9,"['34T446B1C0EV4R5YTI7O9GSGVY00CD', '3QRYMNZ7FYHFB4ZGGA4C92OXRDOTND', '3M68NM076H7UO4GWD4D07C1T82G6RH', '3X4MXAO0BGOSIJV24MQ45606W5XWRY', '3GS6S824SQX73L3ABF9NWMVWV7GNW7', '3K9FOBBF2HJRSRRB712LNBEGX0RLNR']",2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6
A31EI07AMHO3MA,"['3LWJHTCVCCMQVWU71IR4WS415CFFQK', '3SUWZRL0MYD5F0BRRYT0852ATAIE6Y', '3QIYRE09Y3HE2KN7ERK23W52ZRP1NY']",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3
